2,2;3,1;8,1;9,2;8,3;3,3
9,2;10,3;10,8;9,9;8,8;8,3
9,9;10,10;10,15;9,16;8,15;8,10
2,16;3,15;8,15;9,16;8,17;3,17
2,9;3,10;3,15;2,16;1,15;1,10
2,2;3,3;3,8;2,9;1,8;1,3
2,9;3,8;8,8;9,9;8,10;3,10
4,4;7,4;7,7;4,7
4,10;7,10;7,13;4,13
